filename,page,image_url,source,status,notes
174.jpg,https://artsandculture.google.com/asset/goddess-of-love-goddess-of-liberty-hung-liu/cAGGXKcrowT77g,https://lh3.googleusercontent.com/ci/AL18g_Q_FgE0qFMn5FxGHtNNJQZWAQTnit6ufeMvlfLDk_y0QpVpJ_w3nWfIg_zKzD3RO-qWDIdnZ1xd,og:image,ok,
8977.jpg,https://artsandculture.google.com/asset/wang-nengtao-look-forward-wang-nengtao/XQGUr5_deFqr5A,https://lh3.googleusercontent.com/ci/AL18g_Sdgye34bZnHGNVVpM3IUSvTqhZHKq8V1BTG45mSx2YqQ0RYrSgIebR7elI32TLd3VqF6Uip-M,og:image,ok,
4978.jpg,https://artsandculture.google.com/asset/pointe-de-cabellou-brittany-william-l-picknell-american-1854-1897/aQHGOgz7btqPuA,https://lh3.googleusercontent.com/ci/AL18g_TCRtyaDpXMlvaSl3Qp3WqVf1dZDKwGCqjpOceLn4_mCfXEf_Cde2-Fuu5Us_Gu3xunbbOv2Ow,og:image,ok,
9848.jpg,https://artsandculture.google.com/asset/morning-looking-east-over-the-hudson-valley-from-the-catskill-mountains/cQELONZNBkLHlA,https://lh3.googleusercontent.com/ci/AL18g_Q8eNL3Kxh2Jd4soVhvWbzAiyNMQAT00lPD7ghIlq8BP8Q3CkBgkA_hJA320m9aUNm2OJvrJVxo,og:image,ok,
528.jpg,https://artsandculture.google.com/asset/untitled-nareen-nath/VAFyWOkcO-dQnw,https://lh3.googleusercontent.com/ci/AL18g_RbRvW-j1ffm_NigBFWqlbYMz9OCXNvMAEKs8SH4oAs_iZswIwotDsZeLfIBX9Fr1mdxv0FCw,og:image,ok,
10490.jpg,https://artsandculture.google.com/asset/the-lantern-bearers-maxfield-parrish/5AH_BltdeMfSVA,https://lh3.googleusercontent.com/ci/AL18g_QyaOjSZegxnsqxlppSrmr1ZEMHCwDxLBprjg_Ncrwe79lizBadppT4Ir4o2VmiRwX3wv8XQzcw,og:image,ok,
4633.jpg,https://artsandculture.google.com/asset/seashore-with-figures-maurice-brazil-prendergast/ZQGtZH9ZIIOmKQ,https://lh3.googleusercontent.com/ci/AL18g_SOXYkZQHfhAmEc7L2kTZJZOVGfA3Rzl0yuYHZ2j-CZW3h7QP2nY5BFQksZtZHMOFZ3hA11_6c,og:image,ok,
555.jpg,https://artsandculture.google.com/asset/song-of-the-last-bauhaus-party-february-1933-carl-karl-marx/owF6s-_FotTZpg,https://lh3.googleusercontent.com/ci/AL18g_QTQpDMa3FD8pgbaayvA8hzelMTRW8rsI_mibbWd9vpbBWbC-G3XqXLdmDFoX6cvmUZL74bE6Ki,og:image,ok,
12365.jpg,https://artsandculture.google.com/asset/portrait-of-a-youth-crowned-with-flowers-giovanni-antonio-boltraffio/tAHnLxFAAbJodg,https://lh3.googleusercontent.com/ci/AL18g_SjAmyAcZOUAR7TkQHaK6CuWQLbwUfD1u1Q01Ikxvq2DNJ08vRgK-xSw_9jo1GYnrZzpBW4btI,og:image,ok,
13573.jpg,https://artsandculture.google.com/asset/portrait-of-a-poet-palma-vecchio/5gE4SUsaxdjthA,https://lh3.googleusercontent.com/ci/AL18g_Rs6hMQUMDd1TnPzZMpF4q6tEF6Rzgs0RFt3HHM2kPDJwyry_5wLXl2ou7ALM8Mx-GBzITFmSk,og:image,ok,
204.jpg,https://artsandculture.google.com/asset/moor-with-firearm/twEkmNAc_spQOg,https://lh3.googleusercontent.com/ci/AL18g_RX8nJVn3QWs4At-K6flNKDoMMnJu-OpUXF88gMZ729Cqcp1N_tFMQTfo6y722pCMQwHG6z3Ow,og:image,ok,
9860.jpg,https://artsandculture.google.com/asset/a-session-of-the-painting-jury/aQFrdhyvb8udNw,https://lh3.googleusercontent.com/ci/AL18g_R5z2DWcYZzCx3vO8qv4egzVOub6VVaTYKXIESZsF2qpDK0RzRcP32lFvQMg--2j35urQFhM6U,og:image,ok,
13271.jpg,https://artsandculture.google.com/asset/moses-draws-water-from-the-rock/lQF727PnYxUnfw,https://lh3.googleusercontent.com/ci/AL18g_QQuQSLYzBLIttek8z_TDWFMNqGhojxfA2vyQwMJYLL3beL84RZyh6X4PDRu_joTeunlgqSW08,og:image,ok,
14017.jpg,https://artsandculture.google.com/asset/gertrude-jekyll-sir-william-nicholson/IgGfvURtpZIgBQ,https://lh3.googleusercontent.com/ci/AL18g_S0Xl0P-3fehwEKktxpQDKNIj2YSydGGm8yGJVmeGW39Fq7g_6gQVqoP4pAtLBfQl8XoVoNOnOk,og:image,ok,
1071.jpg,https://artsandculture.google.com/asset/two-yves-tanguy-suzuki-yoshinori/NQHNtoPMuRWB5w,https://lh3.googleusercontent.com/ci/AL18g_S84EIfPoR2g7BiNIsBoowzuZHNgJNMy1b4WlzRCW-LNYjouDQIxEhrbx7n0i4i9SmHMUkhhlI,og:image,ok,
13917.jpg,https://artsandculture.google.com/asset/portrait-of-a-woman-nicholas-maes/SwGjxWJGuCaIjw,https://lh3.googleusercontent.com/ci/AL18g_QL79mVlGllOEKFhEDCEPlg2p08fFzN09-uQ2qPp--WSjshkCRCifmC4au50JvCIzNJZr_fbWU,og:image,ok,
11134.jpg,https://artsandculture.google.com/asset/joseph-and-potiphar-s-wife-guido-reni/VwGevEwX5KoxpA,https://lh3.googleusercontent.com/ci/AL18g_ReFuSYzrgrBo-piPfUluMpVscsKOkYQXims5WlpUuL7adxhpF-mlaiBDKnFCRcGRvc5IIG1fg,og:image,ok,
14470.jpg,https://artsandculture.google.com/asset/portrait-of-the-daughters-of-manuel-cordero/uQG7GfjRyuRFFw,https://lh3.googleusercontent.com/ci/AL18g_QmOjmkZnyp6EyTart0TE1sBSpgvd1v8LYeRaZ5MTLuRcYFtzjDVMuWJ38fGFaZ2urzgg24GA4,og:image,ok,
13408.jpg,https://artsandculture.google.com/asset/david-with-the-head-of-goliath/lwEZpYM1T1FFtg,https://lh3.googleusercontent.com/ci/AL18g_QMmMyRlWskKA_yFvdb8j2QXML91v9FVhDxCXVb9lVOUUC9hxa_mqBTpmyGBLZg2CMhCPYySQQ,og:image,ok,
5626.jpg,https://artsandculture.google.com/asset/trees-and-undergrowth-vincent-van-gogh/9AHoQRTbY7RC2Q,https://lh3.googleusercontent.com/ci/AL18g_QOlVAP0p2P-xwG-n9jv5xVZrqQ8DvUk5xQkWlrOjmZl-uFnGPfPehcrIIaJq7wl8bjx_FUkd8,og:image,ok,
2241.jpg,https://artsandculture.google.com/asset/big-basket-pears-and-shadow/AwE3v0VP-F0F6A,,,error,page_fetch_failed: HTTP 404
10998.jpg,https://artsandculture.google.com/asset/the-artist-at-niagara/1wFklezpgEUoZA,https://lh3.googleusercontent.com/ci/AL18g_RJiHtn7nWVJRj1HddGVU7eaz6_AznC5bCJjU2NcMV-jBGdguiOHSnbswQNsZIioim8mbq9gv8,og:image,ok,
5629.jpg,https://artsandculture.google.com/asset/young-woman-knitting-berthe-morisot/7gE9dwmagaQlmw,https://lh3.googleusercontent.com/ci/AL18g_T1PBaSydNW_fXyS1VcNMcVgyyp3S_Y_WFR8a-kF15Ts3fQCYHx2yHCnvfcSfXf5ORBemHarA,og:image,ok,
14589.jpg,https://artsandculture.google.com/asset/self-portrait-alonso-cano-copia/2QHX7XdAgq6_dg,https://lh3.googleusercontent.com/ci/AL18g_QnW736Pz8RwpHdu2JQLHRBNm0vNwWoQQQiGxH8ANxzpHnmey4MSOtBQZ_8V7LSOhFuuDNCPg,og:image,ok,
13147.jpg,https://artsandculture.google.com/asset/head-of-a-prostitute-vincent-van-gogh/BAHW_ax_YK_OjA,https://lh3.googleusercontent.com/ci/AL18g_QkAkFjASb_70NElsTjA9FHloy4rwDo55LL-Knj_rwu92f2W-wK5jgHvZThGD2A_WiGo5Px0Qo,og:image,ok,
5061.jpg,https://artsandculture.google.com/asset/summer-memory-achilleas-papacostas/SAHv_XHGjh2soQ,https://lh3.googleusercontent.com/ci/AL18g_R3fwguWGfTmzDNAQARIMM-SzdIvrDZ2tHHlxR1J6ReWyw5b8csE3lD8yFvTeD_4bxpLi4j6NDp,og:image,ok,
798.jpg,https://artsandculture.google.com/asset/untitled-sin-t%C3%ADtulo-gonzalo-ariza/QwH1pU2D2QwkuQ,https://lh3.googleusercontent.com/ci/AL18g_T83YTVWTst0QpafG8g_M1SetGHJw3JeUQqn6mIjy79KoWY14kKzSynjsbo__RZTrFnOEo3k5g,og:image,ok,
2375.jpg,https://artsandculture.google.com/asset/gald%C3%B3s-s-characters-end-of-trip-carmezim/bAGXpGQcAOXXug,https://lh3.googleusercontent.com/ci/AL18g_SyWJAm-0yWhgEePbuc0BxHgXYKs0-wfp9nz75cTz1GfzFubXPTbpFldqpkcguvY0dfQuioT74,og:image,ok,
9771.jpg,https://artsandculture.google.com/asset/policarpa-salavarrieta-marches-to-her-execution-unknown/RwHHX-Sg5jMJiw,https://lh3.googleusercontent.com/ci/AL18g_Tqsr5lsDiRD6DqL9KB5YuMZd-lwyLrN0MF1ztUbtPmUCH3sSnpf9bOQT7JzETNNb8UN5AxeeM,og:image,ok,
13338.jpg,https://artsandculture.google.com/asset/famille-bigoud%C3%A8ne-en-deuil-lucien-simon/IgGpCnprmNul5A,https://lh3.googleusercontent.com/ci/AL18g_QKvw0kNXAI5NxjSg8P6-jh24boB0m2ccS3YRg5nV8v5Dc_cU2UQ-jJCah2a_u1iuD1i0lXqA,og:image,ok,
864.jpg,https://artsandculture.google.com/asset/tlps-sidecar-character-selection-jeff-repko-and-carter-flanchbarth/CwE_wS2eseDFmg,https://lh3.googleusercontent.com/ci/AL18g_So6h2nads-SmnzKKk9UESLBADkGrU5VGJDGT_B9m_Z1ogtagsga6wZIOfyHCoBn79jOKoT0ovM,og:image,ok,
8016.jpg,https://artsandculture.google.com/asset/clearred-alu%C3%ADsio-carv%C3%A3o/wgEm0202cz6QSw,https://lh3.googleusercontent.com/ci/AL18g_RFn5aW4RfIvcaXgqE25oXuo_1C1fX431SZ7Q_QtrD9KJatPqyix6jRYt0i4VTdgRVSJEN_coY,og:image,ok,
690.jpg,https://artsandculture.google.com/asset/study-for-negro-sunshine-ii-11-glenn-ligon/WQFy6vrHDSBEIQ,https://lh3.googleusercontent.com/ci/AL18g_Rw1P3xAnJaIT1fclijY0_TVNW0i7tFOTdul2Yx_mcba6RJ6E16sUCfly24o4U3nZw-rd6L5A,og:image,ok,
8503.jpg,https://artsandculture.google.com/asset/acolytes-caroline-durieux/awFSHM-4bYkdNQ,https://lh3.googleusercontent.com/ci/AL18g_QaGkrO2HJ_RScMqKRBh3a_cofeykWfNifjnnDMLzG4xXaoRBS27W_eAyIyPbrqk02oaOUSrDQ,og:image,ok,
13935.jpg,https://artsandculture.google.com/asset/mercury-about-to-behead-argus-ubaldo-gandolfi/3gHxyzC7h44Faw,https://lh3.googleusercontent.com/ci/AL18g_QLKu7brfx8g3vJXDgKIIU4QnYEVPnY0F5ZICB0VwssPonozDF2z5bJ_zC_gWmrasvcpHqhPw,og:image,ok,
12696.jpg,https://artsandculture.google.com/asset/portrait-of-luigi-redaelli-ed-elvira-grisetti-redaelli-giuseppe-amisani/tQFdlGW6Stvjgg,https://lh3.googleusercontent.com/ci/AL18g_Qz2V4cK9nm9o8BCkCIgDVFx04oLnQtR0BYnBu51f0lLRmnt8w--0nmsn0ubYTQ8K1dClTr0KBh,og:image,ok,
8027.jpg,https://artsandculture.google.com/asset/woman-washing-her-feet-yasui-sotaro/nAHRW5KfMCoQMw,https://lh3.googleusercontent.com/ci/AL18g_R9W_W5VRK-p_BZpZScl2dNiOyGglbIZ9dKq7gKQdcLajo0IPnxJ3bsmQ6QshEvioOuO3i0THU,og:image,ok,
12279.jpg,https://artsandculture.google.com/asset/the-adoration-of-the-shepherds-with-saint-catherine-of-alexandria-cigoli-ludovico-cardi/OQECoABuNqcYjA,https://lh3.googleusercontent.com/ci/AL18g_TDNNzQ9GAwby3VOtpU1MKOMouZWGTCzf1BuN5jYXNTLdsjSstMD7rKOz-9qteonCGkNFQx-DI,og:image,ok,
2462.jpg,https://artsandculture.google.com/asset/wheatfield-under-thunderclouds-vincent-van-gogh/kAErTfh0dORNwQ,https://lh3.googleusercontent.com/ci/AL18g_StR7vkxH_0vDUhOrpI8NPkpIokoWyf25n_Gf1f2BWf0IyMCvm94tpzCeMFemtmrxAZkufRQJJU,og:image,ok,
1609.jpg,https://artsandculture.google.com/asset/cavalicorne-marsi/JQFNw1LYFUn6gw,https://lh3.googleusercontent.com/ci/AL18g_TFiLZaKy--MtQCO-8iDuFNDw4wrHX9nFFKPWXBUX7eUYGZtJ1l4nbC6F6FiJKVlVVyUkvv6BU,og:image,ok,
6187.jpg,https://artsandculture.google.com/asset/ern-malley-sidney-nolan/fgFJVQJdh49P5A,https://lh3.googleusercontent.com/ci/AL18g_ToS5pydxNwVaV598Ch4i-ezchiQhuyPVWTfRFYLGZqWqqJtK0Q_4i3a-TBTpETPnYmjk-IvY8,og:image,ok,
14553.jpg,https://artsandculture.google.com/asset/portrait-of-a-surgeon-netherlandish-painter/FAGXKHrdUta0vg,https://lh3.googleusercontent.com/ci/AL18g_ToZdf7uBZr-oNGH3Oqc_qNk1UlD8kTJ-1uQYcIikDTuxC8mBzHU39Igr8nANec9TH0_LmWHQVu,og:image,ok,
4895.jpg,https://artsandculture.google.com/asset/dimboola-landscape-sidney-nolan/ZgGd0IOW8QRdxQ,https://lh3.googleusercontent.com/ci/AL18g_TBwOXzXwTvmWIkd7t4KtfA-AvdRM1TNUDQ315FoUIwDJQPbq7U-WsVDWUzoNzoip5QxJ-Pa4cB,og:image,ok,
8910.jpg,https://artsandculture.google.com/asset/untitled-sara-althaibani/XgHStikmdds9Ww,https://lh3.googleusercontent.com/ci/AL18g_SMABWSmqFwRqnRP6UcJrcpw36ms8v3wyQY0Jkmrav39KqkhR7ALTxkAoNLLU1NEi6N78zI,og:image,ok,
4728.jpg,https://artsandculture.google.com/asset/aninag-joy-mallari/hAEQtevrNAAArw,https://lh3.googleusercontent.com/ci/AL18g_S9Ivev7Hib4KCIi9ST8NJmQ72SJF5O4DVYSf4D_xo7grhFPbPDhSVJhCLPqk5ZKsYM1eFinow,og:image,ok,
50.jpg,https://artsandculture.google.com/asset/tarde-em-toulon-giovanni-battista-castagneto/agHTcT4RwXlghg,https://lh3.googleusercontent.com/ci/AL18g_Sg6JUhuERncg2s1w53H23GZQ58HP0h6rv58mzC0ZGhV9c3qAlndRM0wR2LDvEpXhlLgYjrnA,og:image,ok,
13011.jpg,https://artsandculture.google.com/asset/girl-with-cherries-giovanni-ambrogio-de-predis/nAFeuK6YAMq9Lg,https://lh3.googleusercontent.com/ci/AL18g_TCsxqeBy4sMrNjK8cFiJWnblNskvny91DWdL3LxfHaGdVTQN_JI2pb4nB4xi85cLu7kfcxY78,og:image,ok,
13618.jpg,https://artsandculture.google.com/asset/henry-clay-john-b-neagle/CQEcV9SgAYn84A,https://lh3.googleusercontent.com/ci/AL18g_SRz6Ma5cEsT2waC5ShEowCd0Rog5Hm8qs4oDlYFaa8cisz0HWHXpezCvp5U8VpeQXMNgjb,og:image,ok,
14450.jpg,https://artsandculture.google.com/asset/manifest-destiny-alexis-rockman/uQFn-2x7HYE7mA,https://lh3.googleusercontent.com/ci/AL18g_QOM2GZlZvREd0X7O2njdrexJocQ5JeZNbxPSwq-GY3Oy4V7rxyB5OJFZhI-nT5O3SARNakrik,og:image,ok,
7798.jpg,https://artsandculture.google.com/asset/pintura-generativa-trama-general-por-circunferencias/5QGxj5vNXePyDQ,https://lh3.googleusercontent.com/ci/AL18g_QhiJNLcSNPSfKBb_sHjEdsyL8JxQ5lMDW0h4cg2Y7ZzX6-1WeJSHRgSCMf3AjSjrhPg9Smpg,og:image,ok,
8380.jpg,https://artsandculture.google.com/asset/aymara-concert-jonas-rim%C5%A1a/XAFMyZ8ONcVwWQ,,,error,page_fetch_failed: HTTP 404
8780.jpg,https://artsandculture.google.com/asset/untitled-emilio-vedova/ngGhLFI7Hlff-w,https://lh3.googleusercontent.com/ci/AL18g_Tpsq-FxtiKy5oE__DVPdDheG5kfTm58VBybGhQofxrZBrBjKdiuEVJQLCWNWNyCmSDOFJuNqU,og:image,ok,
2377.jpg,https://artsandculture.google.com/asset/charles-druce/hwEQ-dnLhp3tAg,https://lh3.googleusercontent.com/ci/AL18g_Rj2AvAC9OIeoqchywxHi_8SiOn0DZUovyL6I-y6Ea3bUJXPz5RkTwv5RmMERx6dg7Pzx1kEQ,og:image,ok,
5309.jpg,https://artsandculture.google.com/asset/far-from-home-susana-garc%C3%ADa-bravo/LAFUU2u8q5VhEA,https://lh3.googleusercontent.com/ci/AL18g_RCxjs_U1xzWQAhC1jOWLycsFa7gNYVSTvLZqR3n40vxU-nSSDY1syzFzGBYqNdvOD6rqhTnwo,og:image,ok,
12586.jpg,https://artsandculture.google.com/asset/evening-landscape-with-timber-wagon/cgFcDUneAqR5KQ,https://lh3.googleusercontent.com/ci/AL18g_RQNMhBFhYs_tsV9HFNSaKFQ6lmrDihbmi9AVnEfMAAH63o3jJwAkG6szHr-89YW6c-1KOw,og:image,ok,
11937.jpg,https://artsandculture.google.com/asset/scenes-from-a-steeplechase-taking-a-hedge-henry-thomas-alken-1785%E2%80%931851-british/9AGdfoCKOO6lAw,https://lh3.googleusercontent.com/ci/AL18g_Tt-IjV8HiQ4c2J-PSTPgJ3YpjWzbqI915CXxId5z5djauDKDaKCKV6iytFVXycWpn3BCi16w,og:image,ok,
3693.jpg,https://artsandculture.google.com/asset/settler-son-bong-chae/0QFv0cnb7V15-Q,https://lh3.googleusercontent.com/ci/AL18g_SH1Mr8La73wRdUiZYF4KvKCp_AlTbySSxPSHQtYcae1fVnCn0Bj2G4bzRC4zdzv9E0zn9WWg,og:image,ok,
14586.jpg,https://artsandculture.google.com/asset/pieter-cornelisz-van-der-morsch-frans-hals/IQGfDP18gvIkLQ,https://lh3.googleusercontent.com/ci/AL18g_QlC_Qlve_Y1Biiw5-Jkf7rreqsYlEpYwCReryTfZl6h5Lfs4OGZ2_8RyTFQ3aNPGQ8mV9qY-4,og:image,ok,
7908.jpg,https://artsandculture.google.com/asset/topless-lee-in-sung/3gF-Fa0c8Do0fA,https://lh3.googleusercontent.com/ci/AL18g_R_yWItD0EW4lENc_NadGWwoKsqTyvksXgbBTK3i_Xa8yqCmVJRP53CtAoP3QNU6MlTCBfUae8,og:image,ok,
3418.jpg,https://artsandculture.google.com/asset/portrait-of-gaetano-boncompagni-ludovisi-as-prince-of-piombino-unknown/YgHeKjZMX9ARzQ,https://lh3.googleusercontent.com/ci/AL18g_QNoUxw3G_sIauxuMS0t3Esbo9o-K3ux8x-4vbEJFAXT8HI2FHDex7NcDkD69GzES_NEWMj4w,og:image,ok,
10990.jpg,https://artsandculture.google.com/asset/hamlet-and-his-mother-the-closet-scene-richard-dadd-1817%E2%80%931886-british/aAEIjWP6PgDFBA,https://lh3.googleusercontent.com/ci/AL18g_TJYe5v_g3Q3RSL46lpdMRuVHKfPUNvfvkk3HBGhdTPhODUVluSl2qzdPcNvkdSZKpBni3cPoo,og:image,ok,
13636.jpg,https://artsandculture.google.com/asset/the-princes-in-the-tower-unknown-artist-after-an-original-painting-by-hippolyte-paul-delaroche/TwG_yFEuzfHGDQ,https://lh3.googleusercontent.com/ci/AL18g_Rbkl2VgeGroVoKhx8TPh0T4FfHVwh_sSleslQQ6iu2GW_nWdebgXST5Qtu_IwTcl0bGbBY80M,og:image,ok,
15104.jpg,https://artsandculture.google.com/asset/interior-of-courtyard-strandgade-30-vilhelm-hammersh%C3%B8i/FgHwVKxff7UhMA,https://lh3.googleusercontent.com/ci/AL18g_QfZhSPbgeNzywvFx-zMyLBZu_7GCzvu0lchAr0mIXmXadbL1Wbr4bYdA-6qa8Fgq0hV-Ujcw,og:image,ok,
15350.jpg,https://artsandculture.google.com/asset/thomas-linley-the-elder/jAEwearfwAtg6A,https://lh3.googleusercontent.com/ci/AL18g_QZmOpLYjMDMlesgc7khXQYjoIVNfrKbUgK07_qwQRW0D1h6bn6aO0np6zVwRif1alBRRw-JXg,og:image,ok,
16162.jpg,https://artsandculture.google.com/asset/the-fishermen-s-neighbourhood-dominguez-alvarez/sgEjN2m7_6lfZg,https://lh3.googleusercontent.com/ci/AL18g_RPYfpMJDeJoMKIowqtTSlp39NgOu-1dFxHE0a9Q9dH-x5wRsA5oE1im0T17MekNo8yvGw2KA,og:image,ok,
1613.jpg,https://artsandculture.google.com/asset/les-canards-paul-ranson/SwFFE2pJKza1kQ,https://lh3.googleusercontent.com/ci/AL18g_SFIbaPvxxxcYSKGuuvQNQFVdjtJFbNjCCzGTooTVdN-eG_-2B6S13oogrdyiQcnZclu2ATMf-I,og:image,ok,
13991.jpg,https://artsandculture.google.com/asset/the-education-of-the-virgin/8wGNHBzGaz_wpA,https://lh3.googleusercontent.com/ci/AL18g_SLqgwzNgLQ1Tcf65ferrcKgwJo-NEpSPd5yOcnYx1ySkCmeeV2htFm-0OIn4N9Ka-yn_R_GTA,og:image,ok,
4141.jpg,https://artsandculture.google.com/asset/the-railroad-bridge-at-briare-henri-joseph-harpignies/jAH4UuX562xNYw,https://lh3.googleusercontent.com/ci/AL18g_TxDOxHWjGNtmSNxkfZ0FxLTRZyhDXYEnH8W2SVdjn__rmIwPsuoV2LODncwWiAyfPqtNzsvkE,og:image,ok,
3985.jpg,https://artsandculture.google.com/asset/bathers/UAEXdcwYwPHV5w,https://lh3.googleusercontent.com/ci/AL18g_RiKfI8p2Qbp2lJrOdt1W8TC_IUKfEnIS0BU61zom9pVhf45m4XztyMdil1dJ26HV6FoGD0grc,og:image,ok,
1997.jpg,https://artsandculture.google.com/asset/untitled-rodrigo-andrade/egFAb17kUIwHZg,https://lh3.googleusercontent.com/ci/AL18g_TmEBwoTz233vLyYrlm_NFg9H5zOM72U5H9tHzxc7QnIifwOEcHl8vNoY5KIqDklbVLgi-r9vM,og:image,ok,
8451.jpg,https://artsandculture.google.com/asset/ambiguous-figures-gillo-dorfles/jwFjzZiCC8ffXQ,https://lh3.googleusercontent.com/ci/AL18g_QHHltEN4M0eyd9-4L5NEU3SU8zO47GMmMKDvrru1x2e522GjI4PkkeOGteBIkgWPm7ONPlBQvk,og:image,ok,
11243.jpg,https://artsandculture.google.com/asset/frederick-douglass-unidentified-artist-and-elisha-livermore-hammond/CQGC6i4iEo4hlw,https://lh3.googleusercontent.com/ci/AL18g_RLhZNGS1W0OR6U-phBBAyKSsR-435VKe9e2GWjDLIUp8jVPocjlDj5NgKDkufVImEtX1IA5i0,og:image,ok,
1368.jpg,https://artsandculture.google.com/asset/old-mesilla-plaza-leon-trousset-born-france-1838-died-juarez-mexico-1917/jgFYIDq11Hd_Bw,https://lh3.googleusercontent.com/ci/AL18g_RWvbePNOGGGQbuH3tklC65Gq1oxxzor1-1tPGkUnvxUSAD7Png1bCzD-BaGPSNFbKYIOTgWsE,og:image,ok,
15034.jpg,https://artsandculture.google.com/asset/venus-and-adonis-abraham-bloemaert/ywHDjuczaTAglA,https://lh3.googleusercontent.com/ci/AL18g_Rypm0CGEmThVRps4wWBlU74phtsAf1860i-whpDloAjQI4waZEbK1wkNAVWrkVlMc5Xc6-neI,og:image,ok,
9402.jpg,https://artsandculture.google.com/asset/portrait-of-a-girl-dressed-in-blue-johannes-cornelisz-verspronck/3wEzCVnZJF_7tA,https://lh3.googleusercontent.com/ci/AL18g_T_dO2ZW7kuyV5rswAuWrkbJxMqhlBqvyvy1ZoC0D6kyVohjYF-Gk9rqaxa4bPvdPzfxYZF1Q,og:image,ok,
8370.jpg,https://artsandculture.google.com/asset/portrait-of-cardinal-granvelle-scipione-pulzone/SwGz663osOQUiA,https://lh3.googleusercontent.com/ci/AL18g_QFBcJuDlxrAeaWsIIpRC1YkQbh1ezmLt3nOgEqhZO0wiPM-MtahwKR8MQs301FPiM2Eg7weLQ,og:image,ok,
10323.jpg,https://artsandculture.google.com/asset/paisagem-fluvial-petr%C3%B3polis-rj-jo%C3%A3o-batista-da-costa/4wEQNN1bCaxnjA,https://lh3.googleusercontent.com/ci/AL18g_QSNNV56JbM684GfeoKD-y5twFbmpPro0EnmCaWrkBZSYprZ8yTF86FQ_3jaRYI7DcRcW0E_Kk,og:image,ok,
6016.jpg,https://artsandculture.google.com/asset/canind%C3%89-lelli-de-orleans-e-bragan%C3%A7a/jQGVDWEEWhgo9g,https://lh3.googleusercontent.com/ci/AL18g_SEc5QBaxFfQ3Qwc1qoLLyKseU_EMx4ZXwb-Q32Cn-WLpiuhsu3sEhzR1DA52ctPDP2M4pgDYQ,og:image,ok,
3049.jpg,https://artsandculture.google.com/asset/world-s-columbian-exposition-theodore-robinson/cAEsuA2Jwbe88w,https://lh3.googleusercontent.com/ci/AL18g_SndrhDft_T6Lt_bHi6tmO-ehbRb_XqBuWM7nN2KQCiO9nP1-75fjMFAVp0y9b69x2O5tjSMA,og:image,ok,
10001.jpg,https://artsandculture.google.com/asset/the-new-bonnet-eastman-johnson/fgF2ipDEZLI0jg,https://lh3.googleusercontent.com/ci/AL18g_S-sHwqwmVY8FAHKWJWp7NMm-unziy9ABsEbpdF1L27AHH2oKm7s1hm4PpUvazBNdGZgIg35eQ,og:image,ok,
7600.jpg,https://artsandculture.google.com/asset/central-northside-ron-donoughe/LwHsqnIm3WK10Q,https://lh3.googleusercontent.com/ci/AL18g_Tq0POqdALz-EcMvvv1-m7z5sV_L6178Lyi0aMj_GtVVSz-3vQo-MjDgejpBZc_ZChOrRSiUg,og:image,ok,
2839.jpg,https://artsandculture.google.com/asset/spring-aka-h%C3%B8egh/owEBG9vKSAFxJw,https://lh3.googleusercontent.com/ci/AL18g_TGqOnXf_nqeIXcHmbFJaeqFxHcER9FvSDvpuBFKx4ThDo0hHv0aJsDXr8zuZXU9ugI3sjQWjM,og:image,ok,
6221.jpg,https://artsandculture.google.com/asset/undergrowth-vincent-van-gogh/jgEKQJaj0wG7tw,https://lh3.googleusercontent.com/ci/AL18g_RXyRLQDOQaGELZAnomCc5h3tuDabPYq7FzgrQyI_AUgnpzpT19Aerad2P2gMizKfj6bz8ldco,og:image,ok,
1821.jpg,https://artsandculture.google.com/asset/gulf-of-mexico-states-of-central-america-cuba-and-southern-united-states/3QEyumcy3qV8sw,https://lh3.googleusercontent.com/ci/AL18g_S4A6PB6zOHz5UqATyloRZ48OzAeRstnWUnUt-4N3JfGCt0y2uImc1FhB7EHCjGlqxLazLc90w,og:image,ok,
15513.jpg,https://artsandculture.google.com/asset/shepherd-and-shepherdess/XQG8pkZ9HfVTDA,https://lh3.googleusercontent.com/ci/AL18g_QexROwyLu1_UYv9Nn7N26sDbK-jm3FVw-OXc1N0rERJO6mU7xsG8GfK_Hun2yymX4pwnNj-vM,og:image,ok,
14438.jpg,https://artsandculture.google.com/asset/baseboard-outlet-garth-weiser/dwFyDNakDBSb5A,https://lh3.googleusercontent.com/ci/AL18g_Rm6rMX9j9UP9TVSUkczmgc1R5APxgOs1PDgcSmvxJBeIi1prVAGPey14JFhI6GFUw47IgYFA,og:image,ok,
6474.jpg,https://artsandculture.google.com/asset/qingcheng-mountain-landscape-xu-beihong/4QG-WmP5DCO3VA,https://lh3.googleusercontent.com/ci/AL18g_QpcBYS2l04g57IL951auQCJePJWrQ7darO2AWRrx2_NJPH_J3KUZj1oRMGX4e49MHcTG74qPc,og:image,ok,
14895.jpg,https://artsandculture.google.com/asset/cedar-tree-at-hauteville-gustave-courbet/WAGMQI6eGOPOkQ,https://lh3.googleusercontent.com/ci/AL18g_RNS2zCWUI-b3Km1HayjdU0-e3yh-qkzvXa09Y-qkSlvJJvAl5uBxz41s25bwowQc6u2LcCow,og:image,ok,
