url,black,blue,brown,green,grey,orange,pink,purple,red,turquoise,white,yellow
https://uploads7.wikiart.org/images/robert-campin/triptych-the-two-thieves-with-the-empty-cross-the-entombment-the-resurrection.jpg,0.3623556837748344,0.0050517814569536,0.2833479900662252,0.001,0.0413231589403973,0.1755382152317881,0.001,0.001,0.001,0.001,0.1012562367549669,0.0261269337748344
https://uploads3.wikiart.org/images/masaccio/st-juvenal-triptych-1422.jpg,0.1182051922477697,0.001,0.255888746059856,0.001,0.0315624068992934,0.2416264181832212,0.001,0.001,0.0705161215014891,0.001,0.2762011151083705,0.001
https://uploads0.wikiart.org/images/robert-campin/blessing-christ-and-praying-virgin.jpg,0.3739661466458658,0.001,0.1627946333853354,0.001,0.0334853166926677,0.2796005865834632,0.0669432199687987,0.001,0.0390310639625585,0.001,0.0144559126365054,0.0257231201248049
https://uploads1.wikiart.org/images/masaccio/the-tribute-money-1425.jpg,0.254709816390506,0.041151381997313,0.2559296623376623,0.001,0.3554614814151365,0.0415261406180026,0.0202697608598298,0.001,0.0259517563815494,0.001,0.001,0.001
https://uploads0.wikiart.org/images/masaccio/st-paul-1426.jpg,0.0442725504067916,0.001,0.40584046692607,0.001,0.029081623629289,0.3435191899540148,0.001,0.001,0.001,0.001,0.1372344357976654,0.034051733286169
https://uploads2.wikiart.org/images/masaccio/st-andrew-1426.jpg,0.0654347460511982,0.001,0.1995823608841685,0.1391457255355846,0.1496733830337691,0.186500565087146,0.001,0.001,0.001,0.001,0.2074154627360203,0.0472477566721133
https://uploads5.wikiart.org/images/masaccio/adam-and-eve-banished-from-paradise.jpg,0.0376139802483067,0.001,0.3478424199439723,0.001,0.4540570554098725,0.1007618152164994,0.001,0.0193064348677069,0.001,0.001,0.0344182943136419,0.001
https://uploads0.wikiart.org/images/robert-campin/holy-virgin-in-glory-1430.jpg,0.1420801593368075,0.001,0.426578588351056,0.001,0.2012930775273021,0.1445585667288867,0.001,0.0439681885943055,0.001,0.001,0.0260795322094309,0.0104418872522107
https://uploads6.wikiart.org/images/filippo-lippi/madonna-and-child-1430.jpg,0.1431630562187975,0.0284624111135229,0.0692215393965704,0.001,0.1975491643151725,0.0793545977859778,0.001,0.001,0.0503721206859127,0.001,0.426877110484046,0.001
https://uploads5.wikiart.org/images/fra-angelico/last-judgment.jpg,0.1794377468706537,0.001,0.1718368408503874,0.001,0.5082466203059806,0.0492280627856149,0.001,0.001,0.001,0.001,0.0842507291873634,0.001
https://uploads1.wikiart.org/images/jan-van-eyck/the-ghent-altarpiece-1432-1.jpg,0.260073627027027,0.001,0.312575145945946,0.0932084378378378,0.0324851567567567,0.2237299135135135,0.001,0.001,0.0244142648648648,0.0091683567567567,0.0403450972972972,0.001
https://uploads5.wikiart.org/images/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,0.685847527400296,0.0047083146872883,0.1346473129535319,0.0708362030228899,0.0860476773045323,0.001,0.001,0.001,0.001,0.001,0.0119129646314613,0.001
https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,0.3061983660130719,0.0810802216538789,0.1772983849578478,0.001,0.3038037037037037,0.0781392441034384,0.001,0.001,0.0091338969404186,0.001,0.0393461826276404,0.001
https://uploads2.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-young-woman-in-a-pinned-hat-1435.jpg,0.383535687406884,0.001,0.2710795186726806,0.001,0.1017073313502729,0.2356774625701622,0.001,0.001,0.001,0.001,0.001,0.001
https://uploads3.wikiart.org/images/konrad-witz/the-synagoge.jpg,0.4742828126995478,0.0137376823069653,0.1125818446527547,0.001,0.2779130494751092,0.0737164567954841,0.001,0.001,0.0035185154913029,0.001,0.0106766008531072,0.0295730377257285
https://uploads0.wikiart.org/images/jan-van-eyck/portrait-of-giovanni-arnolfini-1435.jpg,0.6438406804770873,0.001,0.2305075003138732,0.0111491726302573,0.001,0.0650488210922787,0.001,0.001,0.0424538254865034,0.001,0.001,0.001
https://uploads5.wikiart.org/images/konrad-witz/st-christopher.jpg,0.4041102296254469,0.001,0.2460853974527887,0.001,0.2331980535165317,0.0230504721124286,0.001,0.001,0.001,0.001,0.0865558472928037,0.001
https://uploads6.wikiart.org/images/robert-campin/virgin-and-child-in-an-interior.jpg,0.2039923653597587,0.0225105213270142,0.5012522361051273,0.001,0.0495312882378285,0.1856056699698406,0.001,0.001,0.0182157518311072,0.001,0.0138921671693235,0.001
https://uploads5.wikiart.org/images/jan-van-eyck/the-lucca-madonna-1436.jpg,0.3459196756309134,0.001,0.3791454470573034,0.001,0.1686446006025759,0.0044817311137083,0.001,0.001,0.0528801690266578,0.001,0.042928376568841,0.001
https://uploads2.wikiart.org/images/paolo-uccello/equestrian-monument-of-sir-john-hawkwood-1436.jpg,0.3015218908629442,0.001,0.1542340552469431,0.001,0.4626984494221498,0.001,0.001,0.001,0.001,0.001,0.0735456044679628,0.001
https://uploads4.wikiart.org/images/robert-campin/werl-altarpiece-1438.jpg,0.4256883964589869,0.001,0.1921235992828328,0.001,0.2326178563424473,0.065258152173913,0.0089265183774092,0.001,0.0276711956521739,0.001,0.0427142817122366,0.001
https://uploads4.wikiart.org/images/konrad-witz/st-catherine-and-mary-magdalene.jpg,0.3199936038241736,0.001,0.2724197456949724,0.001,0.1757632966503864,0.0457435267238992,0.0493330826263185,0.001,0.0409676218184335,0.001,0.0907791226618161,0.001
https://uploads3.wikiart.org/images/andrea-del-castagno/crucifixion-and-saints.jpg,0.2104424310751255,0.001,0.1583296587065696,0.001,0.1802414471661371,0.3341403956134058,0.001,0.001,0.0345942277339346,0.001,0.0762518397048273,0.001
https://uploads7.wikiart.org/images/pisanello/portrait-of-leonillo-d-este.jpg,0.5692259133389975,0.001,0.2411681520815632,0.001,0.1034661767204758,0.0607511257434154,0.001,0.001,0.001,0.001,0.018388632115548,0.001
https://uploads8.wikiart.org/images/jan-van-eyck/virgin-and-child-with-saints-and-donor-1441.jpg,0.4197593940070026,0.001,0.2791709695330188,0.001,0.1096634801877153,0.1024002109389063,0.001,0.001,0.0246343531249128,0.001,0.0583715922084441,0.001
https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,0.3594372613919746,0.026255857326381,0.1293183012166553,0.001,0.3491391551424469,0.0270375666893372,0.001,0.001,0.0044635623063553,0.001,0.0993482959268495,0.001
https://uploads3.wikiart.org/images/konrad-witz/the-miraculous-draught-of-fishes-peter-s-altar-table-1444.jpg,0.1460870705842188,0.001,0.2322030624546579,0.001,0.3171396828191012,0.0849919109802415,0.001,0.001,0.0374067543635044,0.001,0.1761715187982759,0.001
https://uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,0.103608175992084,0.001,0.1480376537456997,0.001,0.5660094094094094,0.0517840162001081,0.001,0.001,0.0023584388986687,0.001,0.1222023057540298,0.001
https://uploads4.wikiart.org/images/filippo-lippi/coronation-of-the-virgin-1445.jpg,0.1456457894479487,0.001,0.5473638550682118,0.001,0.0575050393623783,0.1658657063224292,0.001,0.001,0.001,0.001,0.0766196097990318,0.001
https://uploads1.wikiart.org/images/domenico-veneziano/st-john-in-the-desert.jpg,0.1537837291116974,0.001,0.1217150043975374,0.001,0.373476868953386,0.0067368302550571,0.0952058434476693,0.0272197994722955,0.0051223148636763,0.001,0.2127396094986807,0.001
https://uploads0.wikiart.org/images/dirk-bouts/polyptych-of-the-virgin-the-annunciation-the-visitation-the-adoration-of-the-angels-and-the.jpg,0.5421639439050701,0.0068221301690039,0.1515589787846098,0.001,0.2182697619561308,0.0093154002157497,0.001,0.001,0.001,0.001,0.0658697849694354,0.001
https://uploads3.wikiart.org/images/jean-fouquet/portrait-of-charles-vii-king-of-france.jpg,0.6395144549464398,0.001,0.2070107624448645,0.001,0.0883864314219701,0.0214842428061331,0.001,0.001,0.001,0.001,0.0366041083805923,0.001
https://uploads0.wikiart.org/images/pisanello/apparition-of-the-virgin-to-sts-anthony-abbot-and-george.jpg,0.3829533991393409,0.001,0.1983352742625821,0.001,0.1639587463607576,0.1996898449189797,0.001,0.001,0.001,0.001,0.0480627353183394,0.001
https://uploads5.wikiart.org/images/paolo-uccello/creation-of-adam-1445.jpg,0.001,0.001,0.2953585191981931,0.001,0.4685252540937323,0.1701988354037267,0.001,0.001,0.001,0.001,0.0579173913043478,0.001
https://uploads5.wikiart.org/images/petrus-christus/potrait-of-a-carthusian-1446.jpg,0.3882900497512438,0.001,0.2469858706467662,0.001,0.0395330348258706,0.073154527363184,0.001,0.001,0.001,0.001,0.2450365174129353,0.001
https://uploads6.wikiart.org/images/petrus-christus/edward-grimston-1446.jpg,0.5322907628853744,0.001,0.3527396840126136,0.001,0.0442393751466776,0.0616494600915538,0.001,0.001,0.001,0.001,0.0020807178637806,0.001
https://uploads1.wikiart.org/images/andrea-del-castagno/the-last-supper-1447.jpg,0.0446503251493032,0.0235589382879893,0.3422566423357664,0.001,0.1669543463835434,0.242224100862641,0.001,0.001,0.001,0.001,0.1743556469807565,0.001
https://uploads4.wikiart.org/images/filippo-lippi/coronation-of-the-virgin-1447.jpg,0.3408459684200691,0.001,0.3464930673642903,0.001,0.2061417733345791,0.0545516677567037,0.001,0.001,0.0114599411379986,0.001,0.0345075819863589,0.001
https://uploads8.wikiart.org/images/petrus-christus/st-eligius-as-a-goldsmith-showing-a-ring-to-the-engaged-couple-1449.jpg,0.4449916718480138,0.001,0.429073609671848,0.001,0.0069015509499136,0.0797618583765112,0.001,0.001,0.0220193160621761,0.001,0.0112519930915371,0.001
https://uploads1.wikiart.org/images/pisanello/portrait-of-a-princess-of-the-house-of-este-1449.jpg,0.43658094851577,0.001,0.2448666743970315,0.001,0.0975545454545454,0.1636078559833024,0.0319594909554731,0.001,0.01251081864564,0.001,0.0079196660482374,0.001
https://uploads2.wikiart.org/images/benozzo-gozzoli/madonna-and-child-giving-blessings.jpg,0.1279028496972828,0.001,0.4887286575982567,0.001,0.1837589697507497,0.1573174542554506,0.001,0.001,0.001,0.001,0.03529206869826,0.001
https://uploads7.wikiart.org/images/jacopo-bellini/the-madonna-of-humility-adored-by-leonello-d-este.jpg,0.3752481934675787,0.0342016847205208,0.2825037782335209,0.001,0.1655601420450635,0.0507950476924559,0.001,0.001,0.021938207644557,0.001,0.0647529461963029,0.001
https://uploads6.wikiart.org/images/rogier-van-der-weyden/saint-ivo-1450.jpg,0.4783634909978639,0.001,0.264228485403316,0.001,0.0634547451937747,0.0796359963381141,0.001,0.001,0.001,0.001,0.1073172820669311,0.001
https://uploads5.wikiart.org/images/andrea-del-castagno/dante-alighieri.jpg,0.0888963963963964,0.001,0.4865441441441441,0.001,0.1159646718146718,0.1197253024453024,0.001,0.001,0.001,0.001,0.1818694851994851,0.001
https://uploads2.wikiart.org/images/andrea-del-castagno/queen-esther.jpg,0.0451036376537369,0.001,0.2999237464522232,0.001,0.1907763859981078,0.2138464664143803,0.001,0.0170304635761589,0.001,0.001,0.2273192999053926,0.001
https://uploads8.wikiart.org/images/andrea-del-castagno/giovanni-boccaccio.jpg,0.0350307528285465,0.001,0.2326361270670148,0.001,0.2409017058311575,0.1429572845953002,0.001,0.001,0.001,0.001,0.3414741296779809,0.001
https://uploads4.wikiart.org/images/rogier-van-der-weyden/braque-family-triptych-1450(1).jpg,0.2544241749339596,0.001,0.3310836372174934,0.001,0.0887252362782506,0.1349190936307602,0.001,0.0152994658056941,0.001,0.001,0.1473620358086293,0.0231863563252128
https://uploads4.wikiart.org/images/jean-fouquet/madonna-and-child-left-panel-of-diptych-de-melun.jpg,0.1795663912647861,0.001,0.3145861656050955,0.001,0.0931932556869881,0.001,0.1743414085532302,0.0846824313011829,0.0267976778889899,0.001,0.121832669699727,0.001
https://uploads8.wikiart.org/images/piero-della-francesca/baptism-of-christ-1450(1).jpg,0.3733275428818274,0.0085983885072488,0.1234616381490222,0.001,0.3527392215947404,0.0471758734406608,0.001,0.001,0.0054514234238031,0.001,0.0842459120026972,0.001
https://uploads2.wikiart.org/images/benozzo-gozzoli/st-francis-giving-away-his-clothes-vision-of-the-church-militant-and-triumphant.jpg,0.0436176406809064,0.001,0.2766617152770247,0.001,0.389696573782934,0.1590761682749647,0.001,0.001,0.0085789873143228,0.001,0.1163689146698471,0.001
https://uploads8.wikiart.org/images/andrea-mantegna/adoration-of-the-shepherds-1456.jpg,0.3795762875887835,0.001,0.3124299289523213,0.001,0.0636928817361119,0.1507090759198482,0.001,0.0123688474080831,0.0116171261418003,0.001,0.0485791238464298,0.0170267284066216
https://uploads4.wikiart.org/images/petrus-christus/isabel-of-portugal-with-st-elizabeth.jpg,0.5265511349263818,0.001,0.2834645020516533,0.001,0.11450433985035,0.0166620535843591,0.001,0.001,0.0123809587255611,0.001,0.0404370108616944,0.001
https://uploads4.wikiart.org/images/filippo-lippi/the-adoration-of-the-infant-jesus-1459.jpg,0.6140168565140632,0.001,0.1749164671455174,0.001,0.1405208106604754,0.0437944569397083,0.001,0.001,0.0111577789063822,0.001,0.0095936298338532,0.001
https://uploads2.wikiart.org/images/jean-fouquet/cases-of-noble-men-and-women.jpg,0.4272764129966138,0.1928152919006119,0.2466371043924369,0.001,0.0523345379794564,0.001,0.0120132494925468,0.0145260508761136,0.0158183487305193,0.001,0.0345790036317012,0.001
https://uploads7.wikiart.org/images/filippo-lippi/the-martyrdom-of-st-stephen-1460.jpg,0.1210616843570558,0.001,0.4678880215764747,0.001,0.2472727962415173,0.1305196311118845,0.001,0.001,0.001,0.001,0.0262578667130676,0.001
https://uploads1.wikiart.org/images/jean-fouquet/battle-of-fontenoy-en-puisaye-in-841.jpg,0.1389156065959953,0.0381198233215547,0.1566943698468786,0.001,0.329603097762073,0.0636024263839811,0.0261451236749116,0.001,0.001,0.001,0.2419195524146054,0.001
https://uploads0.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-lady-1460(1).jpg,0.4837607929311314,0.001,0.1542513326935168,0.001,0.2023784452460535,0.0839714663930899,0.038988480656584,0.001,0.001,0.001,0.030649482079624,0.001
https://uploads3.wikiart.org/images/piero-della-francesca/the-madonna-del-parto-1460(1).jpg,0.1768214048370136,0.001,0.4098740862250263,0.0571643196635121,0.1550802103049421,0.1012295352260778,0.0382655730809674,0.001,0.001,0.001,0.0565648706624605,0.001
https://uploads4.wikiart.org/images/petrus-christus/madonna-with-the-child-1460.jpg,0.4380355140186915,0.001,0.2669771695594125,0.001,0.2372950600801068,0.001,0.001,0.001,0.001,0.001,0.049692256341789,0.001
