url,black,blue,brown,green,grey,orange,pink,purple,red,turquoise,white,yellow,red_blue_ratio,red_green_ratio,red_yellow_ratio,red_purple_ratio,blue_yellow_ratio,blue_orange_ratio,blue_green_ratio,blue_purple_ratio,yellow_purple_ratio,yellow_green_ratio,yellow_orange_ratio,green_purple_ratio,green_orange_ratio,purple_orange_ratio,black_white_ratio,black_grey_ratio,black_brown_ratio,white_grey_ratio,white_brown_ratio,grey_brown_ratio,red_orange_ratio,orange_yellow_ratio,blue_turquoise_ratio,green_turquoise_ratio,purple_pink_ratio,red_pink_ratio,red_blue_dominance,red_green_dominance,red_yellow_dominance,red_purple_dominance,blue_yellow_dominance,blue_orange_dominance,blue_green_dominance,blue_purple_dominance,yellow_purple_dominance,yellow_green_dominance,yellow_orange_dominance,green_purple_dominance,green_orange_dominance,purple_orange_dominance,black_white_dominance,black_grey_dominance,black_brown_dominance,white_grey_dominance,white_brown_dominance,grey_brown_dominance,red_orange_dominance,orange_yellow_dominance,blue_turquoise_dominance,green_turquoise_dominance,purple_pink_dominance,red_pink_dominance,red_green_complementary,blue_orange_complementary,yellow_purple_complementary,analogous_group_1,analogous_group_2,analogous_group_3,analogous_group_4,analogous_group_5,warm_colors_total,cool_colors_total,neutral_colors_total,warm_cool_balance,warm_cool_ratio,num_dominant_colors,palette_variance,primary_dominance,color_diversity,dominant_is_warm,dominant_is_cool,dominant_is_neutral,color_balance
https://uploads7.wikiart.org/images/robert-campin/triptych-the-two-thieves-with-the-empty-cross-the-entombment-the-resurrection.jpg,0.3623556837748344,0.0050517814569536,0.2833479900662252,0.001,0.0413231589403973,0.1755382152317881,0.001,0.001,0.001,0.001,0.1012562367549669,0.0261269337748344,0.1652406001626154,0.5,0.036863731385951844,0.5,0.18622751464966994,0.02861579545437683,2.5258907284767997,2.5258907284767997,13.0634668874172,13.0634668874172,0.14799590978378654,0.5,0.005664495920540702,0.005664495920540702,3.5436047254812912,8.561640785961448,1.2743388257832984,2.392454610903776,0.35609970983576894,0.14532601032549258,0.005664495920540702,6.470993614274036,2.5258907284767997,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860131390728477,0.008051781456953601,0.5049350794701986,0.4779613576158941,53.6925401241864,4,0.1196319434846174,0.032178715231788,4,0.0,0.0,1.0,0.8803680565153826
https://uploads3.wikiart.org/images/masaccio/st-juvenal-triptych-1422.jpg,0.1182051922477697,0.001,0.255888746059856,0.001,0.0315624068992934,0.2416264181832212,0.001,0.001,0.0705161215014891,0.001,0.2762011151083705,0.001,35.25806075074455,35.25806075074455,35.25806075074455,35.25806075074455,0.5,0.004121562719706979,0.5,0.5,0.5,0.5,0.004121562719706979,0.5,0.004121562719706979,0.004121562719706979,0.42642394205938866,3.6301122522467693,0.46014157514018716,8.482208209073267,1.0751779489943658,0.1228641090098172,0.2906366175188652,120.8132090916106,0.5,0.5,0.5,35.25806075074455,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5690312857445663,0.004,0.4259687142554336,0.5650312857445663,113.80625714891326,4,0.10675644998981479,0.0725161215014891,5,0.0,0.0,1.0,0.8932435500101852
https://uploads0.wikiart.org/images/robert-campin/blessing-christ-and-praying-virgin.jpg,0.3739661466458658,0.001,0.1627946333853354,0.001,0.0334853166926677,0.2796005865834632,0.0669432199687987,0.001,0.0390310639625585,0.001,0.0144559126365054,0.0257231201248049,19.515531981279253,19.515531981279253,1.460572859017654,19.515531981279253,0.037420780033532886,0.00356378442460082,0.5,0.5,12.86156006240245,12.86156006240245,0.0916716548529156,0.5,0.00356378442460082,0.00356378442460082,24.195669025884193,10.844213784627323,2.2831404113594553,0.4191903692036857,0.08825632646032494,0.2044347607768794,0.13909829782536434,10.462872047786542,0.5,0.5,0.014718172033342341,0.5744659140453247,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5071494040561619,0.004,0.4219073759750389,0.5031494040561619,101.42988081123238,3,0.11874225012875028,0.0657541840873634,4,0.0,0.0,1.0,0.8812577498712497
https://uploads1.wikiart.org/images/masaccio/the-tribute-money-1425.jpg,0.254709816390506,0.041151381997313,0.2559296623376623,0.001,0.3554614814151365,0.0415261406180026,0.0202697608598298,0.001,0.0259517563815494,0.001,0.001,0.001,0.6156798461128447,12.975878190774699,12.975878190774699,12.975878190774699,20.575690998656498,0.9676726220458476,20.575690998656498,20.575690998656498,0.5,0.5,0.023514948346304198,0.5,0.023514948346304198,0.023514948346304198,127.35490819525299,0.7145507429844009,0.9913601025005866,0.002805352196905101,0.0038921158067213714,1.3834972504964478,0.6102542108080045,20.763070309001296,20.575690998656498,0.5,0.047015103112353566,1.2201245022252245,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32440755933721427,0.044151381997313,0.6111712978056425,0.28025617733990127,7.184886596749576,3,0.12175926642559289,0.0681031383788624,3,0.0,0.0,1.0,0.8782407335744071
https://uploads0.wikiart.org/images/masaccio/st-paul-1426.jpg,0.0442725504067916,0.001,0.40584046692607,0.001,0.029081623629289,0.3435191899540148,0.001,0.001,0.001,0.001,0.1372344357976654,0.034051733286169,0.5,0.5,0.028529259647042567,0.5,0.028529259647042567,0.0029025959341582,0.5,0.5,17.0258666430845,17.0258666430845,0.09883842258747358,0.5,0.0029025959341582,0.0029025959341582,0.3202715021862831,1.4717473681734916,0.10882041981049219,4.56206877291181,0.3373175653704165,0.071481639594553,0.0029025959341582,9.800348163939825,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844113901662538,0.004,0.210588609833746,0.7804113901662538,156.88227803325077,3,0.13607081354605804,0.036051733286169,3,1.0,0.0,0.0,0.863929186453942
https://uploads2.wikiart.org/images/masaccio/st-andrew-1426.jpg,0.0654347460511982,0.001,0.1995823608841685,0.1391457255355846,0.1496733830337691,0.186500565087146,0.001,0.001,0.001,0.001,0.2074154627360203,0.0472477566721133,0.5,0.007135429897546812,0.020726352248787345,0.5,0.020726352248787345,0.005333317259791846,0.007135429897546812,0.5,23.62387833605665,0.33713305555021406,0.25198727614582717,69.5728627677923,0.7421082996251923,0.005333317259791846,0.31396301019218553,0.4342820525675254,0.32622383026484164,1.3765899361902167,1.0340663148131841,0.7461941437622318,0.005333317259791846,3.8654764065940785,0.5,69.5728627677923,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4343306826434278,0.1421457255355846,0.4225235918209876,0.2921849571078432,3.0341854848851737,5,0.08295889113868234,0.0492477566721133,6,0.0,0.0,1.0,0.9170411088613176
https://uploads5.wikiart.org/images/masaccio/adam-and-eve-banished-from-paradise.jpg,0.0376139802483067,0.001,0.3478424199439723,0.001,0.4540570554098725,0.1007618152164994,0.001,0.0193064348677069,0.001,0.001,0.0344182943136419,0.001,0.5,0.5,0.5,0.04924547349226176,0.5,0.009826868731385037,0.5,0.04924547349226176,0.04924547349226176,0.5,0.009826868731385037,0.04924547349226176,0.009826868731385037,0.18972180111599074,1.0619929891377942,0.08265772346816504,0.10782513277584731,0.07563511850759273,0.09866430326670086,1.3016107831232187,0.009826868731385037,50.3809076082497,0.5,0.5,9.65321743385345,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4506042351604717,0.0223064348677069,0.5260893299718211,0.4282978002927648,19.333898029373135,3,0.1463329359352714,0.003,3,0.0,0.0,1.0,0.8536670640647286
https://uploads0.wikiart.org/images/robert-campin/holy-virgin-in-glory-1430.jpg,0.1420801593368075,0.001,0.426578588351056,0.001,0.2012930775273021,0.1445585667288867,0.001,0.0439681885943055,0.001,0.001,0.0260795322094309,0.0104418872522107,0.5,0.5,0.08739816937164704,0.022237942671469627,0.08739816937164704,0.00687008688305218,0.5,0.022237942671469627,0.23220609009661106,5.22094362610535,0.0717366726457225,0.022237942671469627,0.00687008688305218,0.30206527573330266,5.246773032782513,0.7023481034225303,0.3322901642122338,0.1289195484502485,0.06099354111721504,0.4707744564656121,0.00687008688305218,12.634154099093779,0.5,0.5,21.984094297152748,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5825790423321534,0.0469681885943055,0.3694527690735405,0.5356108537378479,12.145112404793075,4,0.12347948185712763,0.0124418872522107,4,1.0,0.0,0.0,0.8765205181428724
https://uploads6.wikiart.org/images/filippo-lippi/madonna-and-child-1430.jpg,0.1431630562187975,0.0284624111135229,0.0692215393965704,0.001,0.1975491643151725,0.0793545977859778,0.001,0.001,0.0503721206859127,0.001,0.426877110484046,0.001,1.7097080239570919,25.18606034295635,25.18606034295635,25.18606034295635,14.231205556761449,0.3542101123986922,14.231205556761449,14.231205556761449,0.5,0.5,0.012444838597331689,0.5,0.012444838597331689,0.012444838597331689,0.334589190940457,0.7210458765343563,2.038734232388382,2.14998190476607,6.079005304530457,2.8132274799549717,0.6268729117414964,39.677298892988894,14.231205556761449,0.5,0.5,25.18606034295635,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994825786846088,0.0314624111135229,0.767589331018016,0.16848584675493797,6.159377908474833,3,0.12001850558851375,0.0798345317994356,6,0.0,0.0,1.0,0.8799814944114862
https://uploads5.wikiart.org/images/fra-angelico/last-judgment.jpg,0.1794377468706537,0.001,0.1718368408503874,0.001,0.5082466203059806,0.0492280627856149,0.001,0.001,0.001,0.001,0.0842507291873634,0.001,0.5,0.5,0.5,0.5,0.5,0.0199091890975018,0.5,0.5,0.5,0.5,0.0199091890975018,0.5,0.0199091890975018,0.0199091890975018,2.104823601875437,0.352359229724173,1.0381915452040704,0.16544190148329585,0.48745816443320256,2.940615078390224,0.0199091890975018,24.61403139280745,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2230649036360023,0.004,0.7719350963639977,0.21906490363600228,44.61298072720046,3,0.14324678185122905,0.003,4,0.0,0.0,1.0,0.8567532181487709
